,content,score,thumbsUpCount,reviewCreatedVersion,at,kota,clean_content,sentiment_score,sentiment
9746,"suka bgt pake gojek selalu ada promo, tp kecewa selalu susah dapet driver. pernah pesen gofood sejam baru dapet driver. mungkin bisa diperbaiki lg. trmksih🙏",3,0,4.93.1,2024-09-12 13:17:01,Jakarta Pusat,suka banget pakai gojek promo kecewa susah dapet driver pesan gofood jam dapet driver baik trmksih,13,positive
9747,"Ok banget,dibutuhin pas kepepet bgt",5,0,4.93.1,2024-09-12 13:11:02,Jakarta Utara,ok bangetdibutuhin pas pepet banget,3,positive
9748,Emang para .. resto kena biaya aplikasi. Di castamer bayar ongkir sangat mahal kenapa derver sangat murah. Di castamer bayar ongkir sesuai jarak tempu. 9.2km. Kenapa di aplikasi derver 8.58km. Dunia makin tua jangan sampai doa orang miskin di dengar tuhan. Bagi tuhan gampang menbalik tangan,1,1,4.93.1,2024-09-12 13:04:08,Jakarta Timur,emang resto kena biaya aplikasi castamer bayar ongkir mahal derver murah castamer bayar ongkir sesuai jarak tempu aplikasi derver dunia tua doa orang miskin dengar tuhan tuhan gampang menbalik tangan,10,positive
9749,Bagus sekali juga ramah orang nya,5,0,Unknown,2024-09-12 12:59:15,Jakarta Selatan,bagus ramah orang nya,7,positive
9750,Bagus,5,0,Unknown,2024-09-12 12:48:30,Jakarta Selatan,bagus,2,positive
9751,Wokeh,5,0,4.93.1,2024-09-12 12:46:37,Jakarta Selatan,wokeh,0,neutral
9752,Sudah tidak ada gratis onggkir dan promo diskon,1,0,4.88.1,2024-09-12 12:32:35,Jakarta Pusat,gratis onggkir promo diskon,9,positive
9753,"Gak bisa rupanya iklan mu jngan muncul""terus buat semak asal bukak aplikasi orang terus iklan mu muncul buat palak oranggg",1,0,Unknown,2024-09-12 12:30:17,Jakarta Barat,iklan mu jngan munculterus semak bukak aplikasi orang iklan mu muncul palak oranggg,-3,negative
9754,Sangat membantu apk nya,5,0,4.93.1,2024-09-12 12:28:33,Jakarta Utara,bantu apk nya,3,positive
9755,"Mulai menaikkan tarif pengiriman Go Food 50% (dari 12k ke 18k), terus untungnya berlangganan GoPlus apa kalau ga signifikan promonya, mikir cuk",1,0,4.93.1,2024-09-12 12:26:13,Jakarta Barat,naik tarif kirim go food k k untung langgan goplus signifikan promonya berfikir cuk,8,positive
9756,Aplikasi Gojek adalah aplikasi nomer 1 untuk pesan makanan dan antar jemput penumpang....dan diskon dan promonya🙏👍😁🤩🤩🤩🥰the bestt,5,0,Unknown,2024-09-12 12:25:49,Jakarta Utara,aplikasi gojek aplikasi nomor pesan makan jemput penumpangdan diskon promonyathe bestt,-3,negative
9757,saya lupa pake vocer..masak ngk bisa di batalkan. klo ngk bisa minimal lngsung aktifin vocer yg d kasih lah . dn tidk ada fitur batal atau lngsung chat resto..restoran ngk bisa d chat langsung...,1,4,4.93.1,2024-09-12 12:22:34,Jakarta Timur,lupa pakai vocermasak batal minimal langsung aktifin vocer d kasih tidk fitur batal langsung chat restorestoran d chat langsung,5,positive
9758,Nice to try,5,0,4.93.1,2024-09-12 12:21:12,Jakarta Selatan,nice coba,6,positive
9759,Kenapa Gojek selalu yg terbaik pelayanannya... Salute,5,0,4.93.1,2024-09-12 12:14:39,Jakarta Utara,gojek baik layan salute,5,positive
9760,Terbaik 👍,5,0,4.93.1,2024-09-12 12:06:56,Jakarta Barat,baik,3,positive
9761,Saya pelanggan tetap gojek coba cek saya sudah hampir 500trip perjalanan. Selama ini saya selalu baik sama driver. Kasi tip kasi makan kasi uang cash. Enak aja driver kasi rating jelek. Apalagi kalo pas ujan. Respon lama gak mau jawab tiba2 cancel sendiri. Tolong GOJEK Perbaiki jangan hanya driver yg bisa liat rating kita tapi kita juga harus bisa liat kita di rating sama driver yg mana sampai jelek. Pengaruhnya suka ada driver yg gak mau kalo rating kita di bawah 4. Dig*a* gak ada begini. PARAH,3,0,Unknown,2024-09-12 11:59:53,Jakarta Utara,langgan gojek coba cek trip jalan driver kasih tip kasih makan kasih uang cash enak driver kasih rating jelek pas hujan respon cancel tolong gojek baik driver lihat rating lihat rating driver jelek pengaruh suka driver rating diga parah,29,positive
9762,"ga jelas, tiba-tiba ke log out sendiri",1,0,4.29.1,2024-09-12 11:56:12,Jakarta Barat,tibatiba log out,0,neutral
9763,ntap,5,0,Unknown,2024-09-12 11:47:43,Jakarta Timur,ntap,0,neutral
9764,"Susah cari driver, drivernya males smua gamau kerja",1,0,4.93.1,2024-09-12 11:47:22,Jakarta Utara,susah cari driver drivernya malas kerja,-8,negative
9765,Good job👌,5,0,Unknown,2024-09-12 11:39:23,Jakarta Selatan,good job,5,positive
9766,Mempermudah aktifitaa,5,0,4.93.1,2024-09-12 11:37:25,Jakarta Pusat,mudah aktifitaa,4,positive
9767,Oke mantap,5,0,4.89.1,2024-09-12 11:33:12,Jakarta Timur,oke mantap,7,positive
9768,gojek kocak drivermya gada tanggung jawab pesen gosend udh nunggu lama lama tapi ga di ambil ambil jadi saya sendiri yg nganter deh,2,0,4.93.1,2024-09-12 11:32:40,Jakarta Timur,gojek kocak drivermya tanggung pesan gosend nunggu ambil ambil antar deh,-11,negative
9769,"Sipppp , mantab",5,0,4.93.1,2024-09-12 11:23:54,Jakarta Barat,sipppp mantap,5,positive
9770,GK bisa masuk jir,1,0,4.92.1,2024-09-12 11:22:59,Jakarta Utara,masuk jir,-6,negative
9771,Asu gopay sering error padahal buat transaksi babi asu,5,0,Unknown,2024-09-12 11:19:19,Jakarta Pusat,asu gopay error transaksi babi asu,-5,negative
9772,"Nih ya kalo semisal nya dari pihak driver udh di cancel udh ga udh nyari lgi gtu, saya (customer) yang kaget tiba-tiba ada notif dri driver nya yang ada bikin ribut dari pihak driver ke customer nya",3,2,4.93.1,2024-09-12 11:16:37,Jakarta Barat,nih ya nya driver cancel nyari customer kaget tibatiba pemberitahuan driver nya bikin ribut driver customer nya,6,positive
9773,Mantap,5,0,4.93.1,2024-09-12 10:58:36,Jakarta Timur,mantap,5,positive
9774,Aplikasi yg enak banget nentuin lokasinya,4,0,4.93.1,2024-09-12 10:53:28,Jakarta Barat,aplikasi enak banget nentuin lokasi,2,positive
9775,Top 👍,5,0,4.93.1,2024-09-12 10:50:52,Jakarta Utara,top,5,positive
9776,"katanya dijogja lagi pada demo gocar hemat driver pada gak mau nerima ya ,pantes aja setiap pesan gocar hemat selalu dicancel sama driver ,kalau dirasa pada gak mau ngambil orderan gocar hemat ,dihapus aja gocar hematnya repot banget",3,4,4.93.1,2024-09-12 10:35:20,Jakarta Utara,dijogja demo gocar hemat driver nerima ya pesan gocar hemat dicancel driver rasa ambil order gocar hemat hapus gocar hemat repot banget,5,positive
9777,Mantap,5,0,4.93.1,2024-09-12 10:21:12,Jakarta Utara,mantap,5,positive
9778,Lancaarrr,5,0,4.88.1,2024-09-12 10:19:53,Jakarta Timur,lancaarrr,0,neutral
9779,Pelayana. Bagus,5,0,4.93.1,2024-09-12 10:17:54,Jakarta Selatan,pelayana bagus,2,positive
9780,Aplikasi besar potongannya.kasian pak gojeknya hanya dapat sedikit.potongan hampir 40%.,1,0,Unknown,2024-09-12 10:17:26,Jakarta Selatan,aplikasi potongannyakasian gojek sedikitpotongan,-4,negative
9781,Give me a discount,5,0,4.93.1,2024-09-12 10:09:13,Jakarta Utara,give me a diskon,2,positive
9782,"Good aplikasi, membantu saat kesusahan",5,0,4.86.2,2024-09-12 10:08:06,Jakarta Pusat,good aplikasi bantu susah,1,positive
9783,Cool,5,0,4.93.1,2024-09-12 10:02:28,Jakarta Selatan,cool,2,positive
9784,Jelek signal tdk bergerak,1,0,4.93.1,2024-09-12 09:59:26,Jakarta Timur,jelek sinyal gerak,-5,negative
9785,Makasih Gojek the best pokonya dlm mengantar dn menyiapkan makanan pilihan untk keluarga..sukses slalu Gojek ..sarangheo 🫶,5,0,4.93.1,2024-09-12 09:56:05,Jakarta Utara,terimakasih gojek the best poko antar makan pilih untk keluargasukses gojek sarangheo,2,positive
9786,Cepat sayang untuk promo di gofood jarang dapat,5,0,Unknown,2024-09-12 09:51:40,Jakarta Barat,cepat sayang promo gofood jarang,9,positive
9787,😍👍,5,0,4.93.1,2024-09-12 09:51:28,Jakarta Selatan,,0,neutral
9788,"gojek makin sekarang pelit, gaada promo nya nih😒 bayar 15rb masuk ke driver cuma Rp.10.400😮‍💨",1,0,4.93.1,2024-09-12 09:46:11,Jakarta Pusat,gojek pelit promo nya nih bayar rb masuk driver rupiah,5,positive
9789,Mantap,5,0,4.93.1,2024-09-12 09:44:18,Jakarta Pusat,mantap,5,positive
9790,Oke bagus,4,0,Unknown,2024-09-12 09:43:36,Jakarta Barat,oke bagus,4,positive
9791,"mantap app yg lengkap dan di tunggu bonus2 discon nya yg lebih serru ya,",5,0,4.93.1,2024-09-12 09:37:23,Jakarta Pusat,mantap app lengkap tunggu bonus diskon nya serru ya,18,positive
9792,Aman,5,0,4.93.1,2024-09-12 09:35:43,Jakarta Timur,aman,0,neutral
9793,Siip jd ga repot,5,0,Unknown,2024-09-12 09:27:58,Jakarta Pusat,siip repot,-5,negative
9794,Ty gojek semoga semakin banyak promo uang menarik,5,0,4.93.1,2024-09-12 09:22:49,Jakarta Barat,ty gojek moga promo uang tarik,6,positive
9795,Mantap Jon 🔥🔥🔥👍,5,0,Unknown,2024-09-12 09:21:08,Jakarta Pusat,mantap jon,5,positive
9796,Mantap,5,0,4.93.1,2024-09-12 09:13:49,Jakarta Pusat,mantap,5,positive
9797,Bagus,5,0,4.93.1,2024-09-12 09:13:35,Jakarta Timur,bagus,2,positive
9798,Y jajjj,4,0,4.89.1,2024-09-12 09:07:45,Jakarta Barat,y jajjj,0,neutral
9799,layanan cepat terpercaya,5,0,4.93.1,2024-09-12 09:03:43,Jakarta Pusat,layan cepat percaya,7,positive
9800,"Ane ganti jadi bintang 1, dlu jarak manapun mode hemat di gofood itu 4K sekarang kenapa mahal banget ya kadang 9K - 11K. Kenapa bisa begitu? Apa karena saya sering pake gofood jadi dimahalin ongkirnya?",1,1,4.93.1,2024-09-12 09:00:07,Jakarta Barat,ganti bintang jarak mana mode hemat gofood k mahal banget ya kadang k k pakai gofood dimahalin ongkirnya,19,positive
9801,Ok lah..,5,0,4.93.1,2024-09-12 08:59:44,Jakarta Pusat,ok,4,positive
9802,Bagus sekali aplikasi,5,0,4.93.1,2024-09-12 08:55:17,Jakarta Utara,bagus aplikasi,-2,negative
9803,Good,5,0,4.93.1,2024-09-12 08:50:26,Jakarta Timur,good,5,positive
9804,Sangat membantu,5,0,Unknown,2024-09-12 08:39:01,Jakarta Selatan,bantu,3,positive
9805,Bagusss memudahkan diri,5,0,4.93.1,2024-09-12 08:34:39,Jakarta Timur,bagusss mudah,4,positive
9806,"Apk makin jelek, nyari kendaraan lama!",2,0,4.93.1,2024-09-12 08:24:33,Jakarta Selatan,apk jelek nyari kendara,-7,negative
9807,baikkk,5,0,4.93.1,2024-09-12 08:24:10,Jakarta Timur,baikkk,0,neutral
9808,oke,5,0,4.93.1,2024-09-12 08:10:40,Jakarta Timur,oke,2,positive
9809,Lumayan,5,0,4.93.1,2024-09-12 08:01:56,Jakarta Utara,lumayan,1,positive
9810,"Gojek perluas jangkauan stand di Bandara dong, di International Minangkabau Airport kok gak ada stand nya gojek.",4,0,4.93.1,2024-09-12 07:53:42,Jakarta Pusat,gojek luas jangkau stand bandara international minangkabau airport stand nya gojek,3,positive
9811,Hilangkan layanan hemat JEK bikin susah driver sama costumer gocar aja uninstal massal aja biar pindah ke GRAB / INDRIVER,1,0,4.93.1,2024-09-12 07:52:16,Jakarta Timur,hilang layan hemat jek bikin susah driver costumer gocar uninstal massal biar pindah grab indriver,8,positive
9812,Loading not Good6😂,5,0,3.12.1,2024-09-12 07:50:45,Jakarta Barat,loading not good,5,positive
9813,Gojek knp yaa...setiap sy msk akun sy keluar trs dri akun..ini sdh 5 hari begini trs tolong diperbaiki sistemnya. Terimakasih,3,1,4.93.1,2024-09-12 07:46:14,Jakarta Barat,gojek yaasetiap msk akun akunini tolong baik sistem terimakasih,7,positive
9814,"Mending Gocar Hemat ditiadakan aja, dari pada jalan namun AC nggak dihidupin, jendela d buka serasa naik pickup kena angin, ngomongnya jg kurang sopan Tdk semua driver bgni, tapi hari ini nemuin driver yg seperti ini.. Selisihnya hanya 3 ribuan.. Dari pada buat kesal pelanggan, mending tiadakan saja..",2,36,4.94.1,2024-09-12 07:36:06,Jakarta Timur,mending gocar hemat tiada jalan ac dihidupin jendela d buka serasa pickup kena angin ngomongnya sopan driver bgni temu driver selisih ribu kesal langgan mending tiada,14,positive
9815,mantap,5,0,4.93.1,2024-09-12 07:24:06,Jakarta Barat,mantap,5,positive
9816,"Reminder + Kritik dikit aja nih, bukannya ga bersyukur, tapi masa ngasih diskon goride Rp.500? Niat atau engga nih ngasih diskon? Atau emang harganya segitu trus gimmik diskon Rp.500? Besok jadi Rp.100 aja sekalian, lama lama Rp.1. Thanks.",2,1,4.93.1,2024-09-12 07:23:50,Jakarta Timur,reminder kritik nih syukur diskon goride rupiah niat nih diskon emang harga segitu gimmik diskon rupiah besok rupiah rupiah terimakasih,11,positive
9817,Ok,5,0,4.93.1,2024-09-12 07:23:05,Jakarta Pusat,ok,4,positive
9818,Oke,5,0,4.93.1,2024-09-12 07:18:14,Jakarta Barat,oke,2,positive
9819,Sangat berguna untuk orang yang mau cepat. Sampai,5,0,4.93.1,2024-09-12 07:16:04,Jakarta Timur,guna orang cepat,4,positive
9820,Sangat membantu,5,1,3.37.2,2024-09-12 07:07:25,Jakarta Pusat,bantu,3,positive
9821,Menurut saya ini bisa jadi alternatif apabila saya sedang dalam keadaan lelah habis berolahraga dan tidak ingin menaiki angkutan umum karna berdesakan,4,2,4.93.1,2024-09-12 07:06:01,Jakarta Timur,alternatif lelah habis olahraga angkut desa,8,positive
9822,yoi aje lah,5,0,Unknown,2024-09-12 07:00:46,Jakarta Barat,ya,4,positive
9823,"Payah, kalo tempat jauh dari keramaian...susah banget pesennya, udah nunggu 30 menit tak ada yang mau terima, padahal udah biasa pakai",5,0,4.93.1,2024-09-12 06:58:44,Jakarta Barat,payah keramaiansusah banget sen nunggu menit terima pakai,4,positive
9824,"Kenapa akun saya di blokir!!!! Padahal 15 menit g dapat diver. Terlalu lama. Katanya nunggu 12 jam, tp akun g aktif""!!. ini bagaimana.. tolong jelaskan. harusnya pihak pelayanan jangan asal blokir aja.",5,7,4.93.1,2024-09-12 06:58:43,Jakarta Barat,akun blokir menit diver nunggu jam akun aktif tolong layan blokir,2,positive
9825,Jossssss markotop,5,0,4.93.1,2024-09-12 06:48:51,Jakarta Barat,jossssss markotop,0,neutral
9826,Dari dulu cuma percaya GOJEK,5,0,4.86.2,2024-09-12 06:47:08,Jakarta Selatan,percaya gojek,2,positive
9827,Mantab,5,0,Unknown,2024-09-12 06:36:29,Jakarta Barat,mantap,5,positive
9828,Safety sopir cukup baik tidak ugal ugalan,5,0,4.93.1,2024-09-12 06:36:22,Jakarta Barat,safety sopir ugal ugalan,0,neutral
9829,ok lah,5,0,4.93.1,2024-09-12 06:31:18,Jakarta Pusat,ok,4,positive
9830,"Soldo di apk gojek sering ke potong sendiri heran,padahal gapernah pake apk blibli/fb yg disambungin ke gojek,pas liat hasil transaksi gojek potongannya selalu ke apk dua itu,knp ya jdi ksl pke gojek dah",1,0,Unknown,2024-09-12 05:57:05,Jakarta Pusat,soldo apk gojek potong heranpadahal pakai apk bliblifb disambungin gojekpas lihat hasil transaksi gojek potong apk ituknp ya ksl pakai gojek,10,positive
9831,"Jujur saja aku lebih suka menggunakan Gojek Transport daripada kompetitornya , terus tingkatkat layanan , terutama para driver agar ramah pada konsumen",5,0,Unknown,2024-09-12 05:56:01,Jakarta Selatan,jujur suka gojek transport kompetitor tingkatkat layan driver ramah konsumen,14,positive
9832,Banyakin promonya ya. Tks,5,0,4.93.1,2024-09-12 05:49:05,Jakarta Selatan,banyakin promonya ya terimakasih,9,positive
9833,oke 👍,4,0,4.93.1,2024-09-12 05:42:12,Jakarta Barat,oke,2,positive
9834,"TAMBAHKAN FITUR DIMANA KITA SEBAGAI CUSTOMER GOJEK TAU RATING KITA JUGA BERAPA. ENAK AJA MENTANG² KITA GTAU RATING KITA BERAPA, DARI PIHAK DRIVER BISA SEENAKNYA NGASIH RATING GITU. KITA CUSTOMER JADI SUSAH DITERIMA ORDERNYA. PADAHAL KALO GK ADA CUSTOMER MAH MANA BISA GOJEK DAN DRIVER BERJALAN? MO JADI APA KALIAN KALO GK ADA CUSTOMER? TOLONG DIPERTIMBANGKAN LAGI YA PIHAK DEVELOPER. THANKS",2,0,4.93.1,2024-09-12 05:36:38,Jakarta Pusat,tambah fitur mana customer gojek tau rating enak mentang gtau rating driver rating customer susah terima order customer mah gojek driver jalan customer tolong timbang ya developer terimakasih,12,positive
9835,Ok,4,0,4.93.1,2024-09-12 05:29:48,Jakarta Utara,ok,4,positive
9836,"Biaya penanganan 14.000 jarak 1.5km doang, harga makanan udh bisa beli 2, logis dikit kalau kasih harga, tunggu sj sepi aplikasi lu",1,0,4.93.1,2024-09-12 05:25:29,Jakarta Selatan,biaya tangan jarak harga makan beli logis kasih harga tunggu sepi aplikasi,9,positive
9837,Banyak diskon mantap,5,0,4.93.1,2024-09-12 05:24:39,Jakarta Selatan,diskon mantap,7,positive
9838,Satu kata parah ....sumpah dari awal menggunakan gojek ...baru tahun ini rungkad Mulu ...limit naik terus tapi baru dipake sekali transaksi dah diblokir ...alasan pengecekan rutin pengecekan rutin yg hampir tiap Minggu ...dah ga usah kasih limit aja gpp koq ...yg pastinya aku lgsg matiin aplikasi ini dan pindah ke yg lain .sory bintang cukup satu buat aplikasi ini,1,7,4.93.1,2024-09-12 05:21:23,Jakarta Barat,parah sumpah gojek rungkad mulu limit pakai transaksi blokir alas kece rutin kece rutin minggu kasih limit tidak-apa-apa koq pasti langsung mati aplikasi pindah maaf bintang aplikasi,18,positive
9839,Sangat membantu,5,0,4.93.1,2024-09-12 05:21:16,Jakarta Pusat,bantu,3,positive
9840,Dibiasakan kalau di gofood itu pas di cari nama tempatnya yg walaupun jarak 100 km itu hrus ada yahhh langsung muncul ga hrus scrool dulu kebawahhhhh kekk apa gtu kalau ga niat bikin apk gosh dibikin,1,0,4.93.1,2024-09-12 05:01:12,Jakarta Pusat,biasa gofood pas cari nama tempat jarak yahhh langsung muncul scrool kebawahhhhh kekk niat bikin apk gosh bikin,3,positive
9841,Banyak membantu,5,0,Unknown,2024-09-12 04:56:38,Jakarta Barat,bantu,3,positive
9842,Mantaf,5,0,4.93.1,2024-09-12 04:54:10,Jakarta Utara,mantap,5,positive
9843,"+5000 aura, oya jangan lupa mewing",5,0,4.93.1,2024-09-12 04:53:12,Jakarta Utara,aura oya lupa wing,1,positive
9844,Bagus bgt,5,0,4.93.1,2024-09-12 04:51:38,Jakarta Barat,bagus banget,3,positive
9845,utk layanan mobilnya sering dibatalkan. mohon apabila harganya terlalu murah bisa dipertimbangkan spy tdk sering ada pembatalan,4,1,4.93.1,2024-09-12 04:45:51,Jakarta Barat,layan mobil batal mohon harga murah timbang batal,1,positive
9846,"Banyak iklannya, terus suka mendadak gitu, gajelas. G suka bintang 1",1,2,4.93.1,2024-09-12 04:40:29,Jakarta Utara,iklan suka dadak suka bintang,9,positive
9847,Ok bgt,5,0,4.93.1,2024-09-12 04:30:38,Jakarta Selatan,ok banget,5,positive
9848,merasa kebantu untuk bepergian,5,0,4.93.1,2024-09-12 04:26:06,Jakarta Barat,bantu pergi,4,positive
9849,Bukan nya ngebantu malahh bikin emosi aja setiap pake layanan gojek😤 Pelayanan gojeknya kurang dalam menghadapi masalah,2,0,4.93.1,2024-09-12 04:24:43,Jakarta Timur,nya ngebantu malahh bikin emosi pakai layan gojek layan gojek hadap,7,positive
9850,Mantap,5,0,4.94.1,2024-09-12 04:20:06,Jakarta Barat,mantap,5,positive
9851,Mudah,5,0,4.93.1,2024-09-12 04:15:39,Jakarta Pusat,mudah,4,positive
9852,bagus mudah,5,0,4.93.1,2024-09-12 04:12:42,Jakarta Timur,bagus mudah,6,positive
9853,Mau ngiridit hp gk bisa 6 bulan dan 12 bulan... Limit gapaylater nya di blokir Belanja pulsa di tokopedia,1,0,4.84.1,2024-09-12 04:10:04,Jakarta Barat,ngiridit hp limit gapaylater nya blokir belanja pulsa tokopedia,-4,negative
9854,Mantab,5,0,4.93.1,2024-09-12 03:52:40,Jakarta Timur,mantap,5,positive
9855,"Buka go transit lemot, tampilannya loading terus",1,0,4.93.1,2024-09-12 03:51:46,Jakarta Pusat,buka go transit lot tampil loading,-1,negative
9856,sangat puas,5,0,4.93.1,2024-09-12 03:51:19,Jakarta Barat,puas,3,positive
9857,Bagus,5,0,Unknown,2024-09-12 03:44:36,Jakarta Timur,bagus,2,positive
9858,good service,5,0,4.93.1,2024-09-12 03:34:33,Jakarta Pusat,good servis,8,positive
9859,Cepat murah ramah,5,0,4.92.1,2024-09-12 03:22:19,Jakarta Pusat,cepat murah ramah,11,positive
9860,Bagus,5,0,4.93.1,2024-09-12 03:18:18,Jakarta Timur,bagus,2,positive
9861,Sangat membantu,5,0,4.92.1,2024-09-12 03:17:06,Jakarta Utara,bantu,3,positive
9862,memudahkan yg tidak punya kendaraan atau yg tidak punya waktu buat beli makanan,5,0,4.93.1,2024-09-12 03:15:43,Jakarta Selatan,mudah kendara beli makan,7,positive
9863,Good,5,0,Unknown,2024-09-12 03:15:18,Jakarta Selatan,good,5,positive
9864,Sukses selalu,5,0,4.93.1,2024-09-12 03:07:09,Jakarta Timur,sukses,3,positive
9865,Membantu urusan yg mendadak,5,0,4.93.1,2024-09-12 03:04:30,Jakarta Barat,bantu urus dadak,6,positive
9866,"Draivernya ada yg g sopan,tapi rata² sopan semua🙃🙏🏻",4,0,4.93.1,2024-09-12 02:58:33,Jakarta Timur,draivernya sopantapi sopan,0,neutral
9867,bagus,5,0,4.93.1,2024-09-12 02:49:13,Jakarta Barat,bagus,2,positive
9868,Tanggap,5,0,4.93.1,2024-09-12 02:32:13,Jakarta Timur,tanggap,3,positive
9869,Nyesel gw dulu pernah make Gopayleter Gojek!!! Klo liat Lis slik OJK dan liat Data PT Findaya/Gojek bikin gw emosi terus Mana tanggung jawabnya pihak gojek Ini !!! Saya sudah tidak punya hutang dan tunggakan di Gopayleter / Findaya. Mengapa data saya di OJK tertera masih saja ada hutang/tunggakan !! Tolong pihak gojek bertanggung jawab Segera Update dan rubah data saya di Slik OJK!!! Ini udah kena pasal pencemaran nama baik!!!,1,0,4.67.2,2024-09-12 02:24:55,Jakarta Pusat,sesal pakai gopayleter gojek lihat lis slik ojk lihat data pt findayagojek bikin emosi tanggung gojek hutang tunggak gopayleter findaya data ojk tera hutangtunggakan tolong gojek tanggung update rubah data slik ojk kena pasal cemar nama,-14,negative
